ID,转发数,评论数,发表时间,性别,粉丝数,状态数,正文
100248,0,0,20150406 10:37:01,m,531,29651,安检明显是硅胶的亲爹//@百世帝: 他们只在自己养的狗咬了人之后出来护狗。//@rose_july:@轨交幺幺零 作为一个原本拥护你们的上海市民，现在只能对你们不惜与上海市民为敌的所作所为表示非常遗憾。不消说现在禽流感时期，哪怕在80年代我们上海人都知道活禽不能上公共交通。最后尖的铁器如何上地铁的？
100248,0,0,20150326 04:04:37,m,531,29655,弟弟就自己走了？//@巴桑酱:在上海地铁上因缺氧昏倒过，哎，真感谢当时旁边的人叫住了我那走出车门的弟弟。。。 //@大笨豬愛著小呆豬:[蜡烛]//@反派士兵:[蜡烛]//@蓉蓉_舍得: [衰][蜡烛]//@克羅迪厄斯三世:[蜡烛] //@kds-发条天使:可怕…[蜡烛] //@linlin在瑞典: [衰][蜡烛] //@巴赫的美好生活:
100248,0,0,20140806 11:24:09,m,531,29655,天谴人自有天收//@潇潇的粑粑-吴兄Victory: [鼓掌]//@Cris钱多多:葛老师不必为瘪三费口舌，我们把微博当战场，它们把微博当厕所，随便进来不负责任的拉一坨，而收拾它们正是我们的拿手好戏//@王小毛之父葛明铭: 公交告诉你了？沪语报站是他们让步？这是上海公交有本土文化的意识，有社会 //@西瓜瓜兮嘘
100248,1,0,20141221 15:48:12,m,531,29653,//@自信积极乐观-SH小克拉: 现在上海和农村没有区别,车都乱停,好好的小区门口上街沿不是乱停车就是乱摆摊,还有各种洗车,昨天出去的时候还看到有个小饭店名字叫"新农村饭店",心理只能呵呵了//@中华海上明月: 转发微博
100248,0,0,20141203 23:14:05,m,531,29655,这世上最最廉价的就是圣母的同情心//@SH豆瓣酱: 火车站上来的大包小包是很讨厌 臭死了 上海火车站是最臭的没有之一 //@黄小喵NOno:每次早上乘一号线到上海火车站，看到背着大包小包的农民工要挤上去，一些上海人就会矫情的叫起来，早上一脸没睡醒外加一副怨气的脸，很是厌恶，我想说这么矫情就别挤地铁
100248,1,1,20140820 09:09:55,m,531,29655,二号线一头浦东机场一头虹桥机场/火车站 //@我家住在大北京: 山东马户瞬间高潮了，也不知道地铁上能有几个本地人呵呵//@Antonivetra:[挖鼻屎]//@一介穷书生fanciy: 狠狠地打了自视清高上海人的脸！
100248,13,0,20141212 21:19:44,m,531,29653,//@danbaishi://@上海碩鼠: //@天堂吴韵v: 这就是三亚版本的李师傅案件。复旦大学女学生张芊（东北籍）在停车位撒泼殴打保安（本地籍）后，保安自卫反抗。结果三亚司法机构（里边大量东北籍）判决保安赔付东北人7万元，貌似还有拘留。三亚就是上海的前奏。流民控制了司法机构之后，不堪设想。
100248,0,0,20141211 09:49:51,m,531,29653,当然上海也是四九年后才有的//@水母-中华肉圆犬:准确的说，一个工业化的，富强民主文明的中国是49年以后打的基础，不服拿事实来砸我啊，只会骂人算什么本事//@2014天亮了:对五毛来说中国是49年以后才有的//@脂肪是糖变的:原博自称上海人，曾说上海600年前是滩涂。[doge]//@凡瑟忑勒: 一句话，别人的理
100248,11,0,20140827 21:45:28,m,531,29653,完了，连报废出租车的去向的管不好//@败家爷们:世博会的时候，我在上海打车，因为下雨，我在相反的方向拦车，司机上车很客气的解释说，方向不对，不是要给我绕路，并且征求我如果堵车能不能换条路走，大概远1-2公里，内会觉得上海的出租车服务真的很好//@考拉丢了鱼: 白完井盖出租车已经毁掉上海了 
100248,0,0,20150101 13:48:25,m,531,29655,//@拉面加蛋-海布里之王: 很简单 大家都坐过上海地铁 回忆下 每当到站开门外面的建设者都是嬉皮笑脸的往里面不顾一切的挤 边挤还边起哄 而你看个个眉头紧锁的都是310 这一幕每天都在上演 不信每天高峰时候去人广看看你就懂了 所以毫不夸张的说这场悲剧里面建设者扮演的是什么角色起到的是什么作用一目
100248,2,1,20150303 23:53:14,m,531,29655,哈哈//@SH旋律123:[鄙视]骗子！//@Clevery_Gy: 回上海地铁？ //@上海话是我们的言语:乞丐创意无限啊！
100249,0,0,20141016 10:51:21,m,258,1665,北京地铁站长真TMD傻逼，上海地铁只要是导盲犬持证工作中就让近。 //【导盲犬进地铁被拒当场泪奔！看看这10个感人的导盲犬故事】http://t.cn/R7LbgEU (分享自 @今日头条)
100249,0,0,20141225 00:05:41,m,258,1665,“上海老早10元/时，上海最悲催。” 我正在听《24.除了停车费我们还该谈些什么》http://t.cn/RzFl32Y（分享自@喜马拉雅好声音）
100250,0,0,20141024 07:13:28,m,14,21,发表了博文《2014年金秋“Liveyourlife”稻城亚丁出行记--实用信息篇》一、大致行程与住宿信息：日期地方距离Day0，9月24日（三）上海（海拔4米）--成都1,648公里住宿：成都温馨驿http://t.cn/R7IkKKk
100250,0,0,20141030 14:40:28,m,14,21,发表了博文《2014年金秋“Live+your+life”稻城亚丁出行记--行程记事篇》Day0，上海—成都虽然大家都各自一大堆事儿，虽然全体失忆记错了启程时间，虽然N同学几乎是掐着时间下班赶机场的…http://t.cn/R7CcVGU
100251,0,0,20140717 10:30:15,m,10924,4827,暑期最最火的豪华邮轮，最最火的出行日期，我们的珍藏限量隆重推出，8月4号 歌诗达维多利亚号上海—济州—福冈—上海 4晚5天日韩连线，奢华邮轮享受➕一站尽享日韩两国风情！咨询专线 电话029—85420910 http://t.cn/z8L8yVl
100252,0,0,20150101 08:36:05,f,688,302,31日晚23时35分许，上海市黄浦区外滩陈毅广场发生群众拥挤踩踏事故，致35人死亡，43人受伤。据说有人抛撒美金所致…
100253,0,0,20140803 10:01:07,m,3358,32704,#墨迹天气# 上海，周日26~33度，阵雨，西北风4-5级；周一28~35度，多云，西风3-4级；周二27~35度，多云，东风3-4级；8月3日发布。 http://t.cn/8kRReJv
100253,0,0,20141121 08:18:29,m,3358,32704,#墨迹天气# 上海，周五12~21度，晴，东南风<3级；周六16~20度，小雨，东风<3级；周日16~20度，阴，东风<3级； 广州，周五14~26度，晴，微风<3级；周六15~26度，晴，微风<3级；周日17~26度，晴，微风<3级；11月21日发布。  http://t.cn/8sBdpPs http://t.cn/z8yVL9H
100253,0,0,20141104 07:23:43,m,3358,32704,#墨迹天气# 上海，周二11~18度，晴，东北风<3级；周三13~18度，晴，东北风<3级；周四15~21度，多云，东风3-4级；11月4日发布。 http://t.cn/R7pXV8M
100253,0,0,20141117 07:27:55,m,3358,32704,#墨迹天气# 上海，周一10~16度，多云，西北风3-4级；周二10~16度，多云，西北风3-4级；周三10~16度，多云，东北风<3级；11月17日发布。  http://t.cn/8sr4TLm http://t.cn/z8yVL9H
100253,0,0,20141119 07:57:26,m,3358,32704,#墨迹天气# 上海，周三10~16度，多云，东风<3级；周四12~16度，多云，东风<3级；周五14~19度，晴，东风<3级；11月19日发布。  http://t.cn/8sr4TLm http://t.cn/z8yVL9H
100253,0,1,20140905 08:11:21,m,3358,32704,#墨迹天气# 上海，周五22~29度，多云，东风3-4级；周六23~28度，阵雨，东北风3-4级；周日23~30度，阵雨，东北风3-4级；9月5日发布。 http://t.cn/Rh4pztL
100253,0,0,20141128 08:51:09,m,3358,32704,#墨迹天气# 花都，周五21~27度，多云，微风<3级； 上海，周五13~18度，阴，西北风3-4级；周六14~17度，小雨，东风<3级；周日9~17度，小雨，西北风4-5级；11月28日发布。  http://t.cn/8sr4TLm http://t.cn/8kdKAzu
100253,0,0,20150126 06:41:07,m,3358,32704,今天上海阴有短时小雨，今天上午以前有中度到轻度霾，沿江沿海地区有雾，今天中午起阴到多云，明天阴有时有小雨。偏北风3-4级，长江口区4-5级，今天夜里转4-5级，长江口区阵风有6级。今天最高温度12度，明天最低温度4度。目前空气质量属于轻度污染。 http://t.cn/RZR3M1A
100253,0,0,20141123 06:19:03,m,3358,32704,#墨迹天气# 上海，周日低温：16度，小雨，东风<3级；周一低温：16度，小雨，东风<3级；周二低温：13度，小雨，东南风<3级； 广州，周日低温：17度，晴，微风<3级；周一低温：18度，晴，微风<3级；周二低温：18度，多云，微风<3级；11月23日发布。  http://t.cn/8sBdpPs http://t.cn/z8yVL9H
100253,0,0,20141223 09:52:32,m,3358,32704,#墨迹天气# 上海，周二3~12度，晴，东南风3级；周三5~12度，晴，西北风3-4级；周四5~9度，多云，东北风3级；12月23日发布。  http://t.cn/8sr4TLm http://t.cn/z8yVL9H
100253,0,1,20141031 07:51:21,m,3358,32704,#墨迹天气# 上海，周五18~22度，中雨，南风<3级；周六18~22度，中雨，南风<3级；周日15~22度，小雨，西北风<3级；10月31日发布。 http://t.cn/z8yVL9H
100253,0,0,20141224 10:06:34,m,3358,32704,#墨迹天气# 上海，周三5~12度，晴，西北风3级；周四6~8度，多云，东北风3级；周五7~10度，阴，东风3级；12月24日发布。  http://t.cn/8sr4TLm http://t.cn/z8yVL9H
100253,0,0,20141016 09:02:07,m,3358,32704,#墨迹天气# 上海，周四15~24度，多云，北风<3级；周五18~24度，多云，东风<3级；周六19~25度，多云，东南风<3级；10月16日发布。 http://t.cn/z8yVL9H
100253,0,0,20141213 06:53:05,m,3358,32704,#墨迹天气# 海口，周六低温：15度，多云，东北风3-4级 // 上海，周六低温：1度，晴，西北风3级；周日低温：1度，晴，西北风3级；周一低温：6度，晴，微风3级；12月13日发布。  http://t.cn/8sr4TLm http://t.cn/z8yMRv0
100253,0,0,20141120 07:35:51,m,3358,32704,#墨迹天气# 上海，周四11~19度，晴，东南风3-4级；周五14~19度，晴，东南风3-4级；周六14~20度，多云，东南风<3级；11月20日发布。  http://t.cn/8sr4TLm http://t.cn/z8yVL9H
100253,0,0,20150314 15:18:50,m,3359,32701,//@上海新闻播报:【3月13日晚#上海交警被打成脑震荡# [怒]】事后，肇事驾驶员被制服，酒精检测结果显示为酒后驾车。 小客车上4人均为江西籍，目前已被控制，车辆为江西牌照。 (新民网)
100253,0,0,20150327 10:02:19,m,3358,32703,坐12号线，比较空。有坐无锡地铁的错觉（因为我坐上海地铁通常拥挤，坐几次无锡地铁都比较空）。 http://t.cn/RZvgYEM
100253,0,0,20150410 11:14:21,m,3358,32704,#墨迹天气# 上海，周五10~17℃，多云，东北风3级；周六12~18℃，多云，东北风3级；周日9~20℃，多云，南风3级；4月10日发布。 http://t.cn/RAVmQT6
100253,0,0,20150409 15:09:49,m,3358,32704,#墨迹天气# 廊坊，周四4~18℃，多云，南风3级； 上海，周四8~15℃，多云，东风3级；周五11~17℃，多云，东北风3级；周六12~18℃，多云，东风3级；4月9日发布。 http://t.cn/z8AUaZs
100253,0,0,20150327 10:02:19,m,3359,32703,坐12号线，比较空。有坐无锡地铁的错觉（因为我坐上海地铁通常拥挤，坐几次无锡地铁都比较空）。 http://t.cn/RZvgYEM
100253,0,0,20141118 07:29:22,m,3358,32704,#墨迹天气# 上海，周二9~16度，多云，东北风<3级；周三11~16度，多云，东北风<3级；周四12~17度，阴，东北风<3级；11月18日发布。  http://t.cn/8sr4TLm http://t.cn/z8yVL9H
100253,0,0,20150327 10:02:19,m,3359,32701,坐12号线，比较空。有坐无锡地铁的错觉（因为我坐上海地铁通常拥挤，坐几次无锡地铁都比较空）。 http://t.cn/RZvgYEM
100253,0,0,20140926 05:27:38,m,3358,32704,#墨迹天气# 厦门( 05:21) ：多云，25度，东北风2级，87％。 //上海，周五低温：21度，多云，东风3-4级；周六低温：22度，多云，东风3-4级；周日低温：23度，多云，东风3-4级；9月26日发布。 http://t.cn/8kMWxr6
100253,0,0,20140922 06:26:13,m,3358,32704,#墨迹天气# 上海：阴，22度，东北风2级，83％；厦门：周一24~31度，阴，微风<3级；周二25~31度，阴，微风<3级；周三25~32度，多云，微风<3级；9月22日发布。 http://t.cn/8kkzLtO
100253,0,0,20141122 10:00:02,m,3358,32704,#墨迹天气# 上海，周六15~20度，多云，东风<3级；周日16~22度，多云，东风<3级；周一14~20度，小雨，东南风<3级； 广州，周六15~26度，晴，微风<3级；周日18~26度，多云，微风<3级；周一17~26度，多云，微风<3级；11月22日发布。  http://t.cn/8sBdpPs http://t.cn/z8yVL9H
100254,0,0,20140711 08:32:01,m,2,8,我参与了@上海新闻播报 发起的投票【对#上海地铁色狼#遭全面“人肉”，你怎么看？】，我投给了"这样的人就该让他身败名裂，起杀一儆百作用"等3个选项。你也快来表态吧：http://t.cn/RvDYRK8 
100255,0,0,20140820 23:14:31,f,670,444,乖乖[哼]//@张宏雷律师:值得怀疑的是，每天要坑多少人?这是基本的契约原则，如果你上海地铁不允许先投币后选票，退钱就行了，不设置退费功能，和挖坑钓鱼仙人跳有什么区别?钓鱼执法上海曾独步地球，钓鱼购票难道又是上海敢为人先之壮举?@CCTV焦点访谈 @CCTV2央视财经评论 @杨璞玉1973 @财经网
100256,0,0,20140917 20:57:34,m,477,2396,上海中心气象台2014年9月17日21点钟发布的上海市强降雨消息、天气预报和江苏南部到浙江北部沿海海面大风警报: 受低涡切变共同影响，预计本市明天将有较强降水，过程累积雨量普遍可达中到大雨，局部地区40～60毫米，最大1小时降水强度20～30毫米，并可能伴有雷电活动。请加强防范，并关注最新气象信息。
100257,0,0,20150314 18:31:49,m,110,6673,如果警察人人配枪哪些猪就老实了！//【上海交警在例行酒驾检查时被打致脑震荡】  http://t.cn/RwepQB6
100257,0,0,20150314 18:30:23,m,110,6673,TMD都疯了！//【上海交警在例行酒驾检查时被打致脑震荡】  http://t.cn/RwepQB6
100258,0,0,20150125 13:18:01,m,16,132,专车属于短期租赁性质，就像婚车那样，收市场影响，不能想出租车那样上路揽客，出租车应提高服务水平，取消车份，让司机自由选择从事专车还是出租//【上海市交港局局长：专车服务可以实现合法运营】  http://t.cn/RZ8xNej
100259,0,0,20150411 14:38:35,f,78,79,65岁老人坐公交车不是已经有优惠了吗？出租车不是公共交通，不应有优惠，不然难道坐飞机✈65岁以上也必须打折？//@影希的T:建交委先把该做的事落实——上海65岁老人乘车优惠政策到底有没有 ?//【上海高峰出租车已贴好标识 根据车牌号也可判断】  http://t.cn/RAa2rp4
100259,0,1,20150227 17:46:11,f,78,79,低收入家庭哪有钱买车？对他们有什么影响？相反因为拍牌收入用于公共交通反而方便了低收入家庭，我看你就是那些买外地牌照的人吧//@刘骐鼓骐大骐鼓鼓鼓:说的好//【二季度起上海将对外牌实施更严格限行措施引热议】  http://t.cn/RwW6cdl
100259,0,0,20141226 04:24:29,f,78,79,环线换乘？估计你是为了方便自己吧，住外环线外的人是有，但是上班也在外环线外的有多少？成本不用核算？别告诉我你也缴税，就靠你这种住外环线外的人...//新浪网友:黑得漂亮！//【全新版“上海地铁高清大图”亮相 共337座车站】  http://t.cn/RZvN0sv
100259,0,0,20150330 09:13:51,f,78,79,郊环线？搞笑了，造价多少？又有多少人做郊环线？为了你方便浪费纳税人的钱//@手机用户1782585183_4ti:上海地铁缺郊环线//【沪汽电车客运服务征询意见 内外环线1次换乘达市中心】  http://t.cn/RAbNoiO
100260,0,0,20150314 15:58:05,m,25,273,警察威信低下是他们自己长期腐败造成的，要重树难于上青天。这才是常有警察被练的主要原因。另发现酒驾反抗着，可用电击抢练他。伤人者吊起示众//【上海交警在例行酒驾检查时被打致脑震荡】  http://http://t.cn/RwepHlF
100260,0,0,20150314 16:07:24,m,25,273,美国警察自始暗私下有为国除负担责任。如见着老，弱，病，疯等没用者，浪费资源者。找机会乱抢打死。并造成执法自卫就可//【上海交警在例行酒驾检查时被打致脑震荡】  http://http://t.cn/RwepHlF
100261,0,0,20150315 17:18:15,m,166,2655,在老家机场享受了一下机场电瓶车，这里的待遇明显比上海要好嘛！ http://t.cn/RwD3anZ
100262,0,0,20140712 21:25:45,f,28,130,来看看我拍的MV：“大暴雨啊！难道萧敬腾来上海了？哈哈哈，开个玩笑😃😃😃”，点此播放>>http://t.cn/RPvwRmT（通过 #美拍# 录制）
100263,0,0,20150429 09:06:23,f,71,101,发表了博文《故事的起始》花园建设期间的的第一次出行，我先是搞错了飞机起飞时间，把送机的朋友折腾得够呛，登机前又发现上海花博会周围的宾馆各种客满，这种在上海人看来很稀松平常的情况让我傻傻地流于缺乏出行经http://t.cn/RAE5F3D
100264,0,0,20150106 15:51:30,m,6,81, //@小柒犬舍-阿拉斯加雪橇犬:回复@胸毛哥胸口长胸毛:有木有上海五号线看我微博的妹子。有缘分在找你[偷笑]快出现。//@胸毛哥胸口长胸毛:上海五号线上遇见一个妹子，一见倾心、瞄到在看小七微博0-0   不知道能不能找到[呵呵][呵呵][呵呵]
100265,0,3,20140822 14:28:17,f,38,197,以侵害市民的权利来解决高价车牌和交通拥堵的问题，上海市ZF自CLY走了以后一任比一任出息了[拜拜]
100266,0,0,20141217 13:31:42,f,181,437,饭盒第四次随三号线而去了，每次打失物招领都没有消息，今天三号线停停开开宜山路下的车，广播播报最后三站直接通过不载客。但是但是我的饭盒。。不知道是被别人顺手捎带了，还是到站后轻轨不打扫啊[悲伤][悲伤][悲伤][悲伤]哎！现在乘坐地铁已经成为一种折磨@上海地铁shmetro http://t.cn/RPH6Dhs
100267,0,0,20140819 13:22:02,m,1274,16013,【生活中常被忽视却可能致命的安全常识！】车内开空调睡觉 当心醒不了！许多人习惯停车开空调，在车里打个盹。上海警方消息：近日又有两人在开着空调的车里睡觉，导致一氧化碳中毒身亡！警方提示：汽车停驶后开空调且车窗门密闭，发动机怠速运转排出一氧化碳，会在车内聚集！（人民日报）
100268,0,0,20141225 08:10:09,m,493,1806,关键是现在的中国人都不愿意多管闲事，一车人就一个阻止的，其他人没有帮忙的，这势必助长了乞讨人员的嚣张气焰。【2女携幼童上海地铁行乞 被拍后打乘客】踹拍摄者并威胁辱骂,行乞男童喊"打死你"。http://t.cn/RZvhZvr （分享自@搜狐新闻客户端）
100269,0,0,20150106 21:21:04,f,230,1281,#上海第一场雪#下雪了❄️？
100270,0,0,20150217 16:14:07,m,53,2144,只针对那些排外的上海人说的：老子就是喜欢到处溜达就是要去上海就是要把你们的城市弄的拥挤不服你打我啊哈哈哈装什么逼啊一个个的，上海为什么能牛逼起来，上海近代唱主角的人都是不是你们上海本地人你们自己心里没数吗哈哈哈，也就能在网上装装逼了，现实里遇见北方人你们敢逼逼吗，分分钟灭了你。
100271,0,0,20150220 20:56:40,f,99,1377,分享自17招财妹妹  《英国女王待遇——香郁英式奶茶》 -          最近的天气，每天不是阴雨就是潮湿，上海开始越来越像英国了，阴晴不定，让人捉摸不透。9点起床依然是没有阳光...  (来自 @头条博客) - http://t.cn/RvgPZSV 
100272,0,1,20140820 22:47:08,f,80,241,【天津站】上海2-10日自由行·双飞 1晚起订 专车接机_上海自由行-携程旅游度假 http://t.cn/RPn4Muv
100273,0,0,20140915 03:27:54,m,140,3733,//@小朋友--倩: //还是他，台风过后涉水探访受困百姓，每次春节必定和养老院老人一起度过，甚至2010上海世博会的辉煌也是由他开启。。[赞]//@Aviva邓: 也是他，解决了上海几十万只煤球炉，平改坡，轨道交通的全面铺展，为老干部建造了滴水湖基地，为上海争取到了洋山深水港，建造跨海大桥。。。[赞]
100274,0,0,20140808 21:15:44,m,1,5,上海下雨鸟今天是来上海的第四年，了！加油姚国强 http://t.cn/RPKBIX9
100275,0,0,20140807 22:42:15,m,13,3,查看大图图为被打的急救中心竺医生神智已恢复清醒，正在接受进一步治疗。查看大图图为竺医生背部多处受伤，还有一处咬痕。查看大图图为竺医生躺在病床上接受治疗。脱去了医生制服，他也是一个普通人，也需要理解和尊重。今天下午5时许，上海市医疗急救中心市东分站的竺医生在中 http://t.cn/RPo6OnX
100276,3,0,20150104 18:25:37,f,39,399,目前，对上海踩踏事件最有深度的评论!            转自南京大学张红军老师微信 【外滩拥挤踩踏事故】          现场大多数是青年学生，有的想上，有的想下，有的撒票票，有的哄抢。这是积累的，...文字版>> http://t.cn/RZt5AvJ （新浪长微博>> http://t.cn/zOXAaic）
100277,1,3,20141220 10:27:17,f,147,1155,学校要火 //@爱心贵州:#为爱逆战 让爱温暖冬天# 贵州张杰歌迷会联合上海商学院共同开展“为爱逆行 温暖黔行”暖冬活动！！小爱汇聚成海！万般的感谢，所有大小星星们！冬日有你，孩子们不再寒冷！！[心]爱张杰，爱他的歌声，爱他的正能量，更爱爱张杰的你们！！请继续爱杰哥，继续传播爱
100278,0,0,20140927 14:12:27,m,57,515,为了赚钱可以不顾一切！ //【上海地铁妙龄女当众脱衣 只剩下内衣内裤】http://t.cn/RhQOO3s (分享自 @今日头条)
100279,0,0,20150412 12:25:35,m,65,116,#黄历天气#我用黄历天气发了张照片，【上海，18℃，多云转阵雨，南风转西北风小于3级】。【来自@黄历天气】推荐下载http://t.cn/SqiDVJ
100279,0,0,20150412 12:18:02,m,65,116,#黄历天气#我用黄历天气发了张照片，【上海，18℃，多云转阵雨，南风转西北风小于3级】。【来自@黄历天气】推荐下载http://t.cn/SqiDVJ
100280,0,0,20140908 11:39:46,m,575,3166,#随手拍违章之上海# 拿起手机随时拍各种违章吧，包括车辆、自行车、行人等，尤其是闯红灯的车辆！  http://t.cn/Rh5opGi
100281,0,12,20150101 12:45:16,m,162,648,悲哀！新年不太平。不是地域歧视，外地务工话的人员是此次踩踏事件最主要因素，越是拥挤他们越是挤，从浦西到浦东跨年秀现场根本难听到说上海话的上海人，有多少外地人手抱婴儿寒风中挤着看灯光秀，听到有撒钱，恨不得扑着挤过去造成踩踏。外地人，真对你们无语！
100282,1,1,20141228 13:33:07,m,935,13649, //@阿里公鸡://@elvis_gz: 生命在这里叫健康产业，养老产业，任由便宜药物进来，小处说是断人财路，大处说是破坏经济持续，当然得判监入狱，这和上海打击滴滴打车完全一个道理//@雾满金陵://@华夏大地的黄昏V: //@阿里公鸡:从法律层面不会放松，因为很多人财富都靠药品垄断//:肺癌药物目前也是这样。
100283,0,0,20150129 18:10:47,m,661,9986,不长记性//@东方早报:关于上海地铁16号线的爆满，这些问题值得我们思考一下。
100283,0,0,20150129 18:10:47,m,662,9986,不长记性//@东方早报:关于上海地铁16号线的爆满，这些问题值得我们思考一下。
100284,1,1,20140704 20:30:09,m,172,158,#上海地铁色狼# 对9号线地铁咸猪手，你怎么看？ 若事情属实，坚决将色狼绳之以法 详情:http://t.cn/RvBCVMy
100285,0,0,20140713 00:00:17,f,46,565,过完北京的桑拿天来到了上海接着过，一直被高温潮湿闷热的天气折磨，脑袋混乱沉重，这几天开车上路,眼前总跳出非常熟悉的路名，可就是找不到北，象个无头苍蝇般迷失在自己曾经那么熟悉的大街小巷中。[晕]
100286,0,8,20150112 06:23:01,f,414,2491,请问地铁电视几点开工@上海地铁shmetro [挤眼]
100287,0,0,20150324 20:40:13,f,21,41,上海, 03/24 20:06发布: 今天,多云,夜间最低9°,东风2-3级 (来自微博HD天气插件 @天气通 免费下载地址 http://t.cn/zj9HadD )
100288,0,0,20150128 08:45:14,f,13,99,昨天上海夜里纷纷扬扬的雪花，你看到没？2015年的第一场雪如约而至。今天继续降温，明天有中雨，后天再次出现雨夹雪天气。雪中行的你，注意保暖小心别感冒哦。
100289,0,0,20140731 17:32:06,m,412,2207,今天，上海的空气特别好、天空特别美，不禁让人感叹……台风就要来了
100290,0,0,20150321 17:28:28,f,709,5664,当前上海多云，15℃，西风1级，湿度96%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/8kOrT7s
100290,0,0,20150117 17:11:39,f,709,5664,当前上海多云，5℃，东北风1级，湿度54%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/zjtD6o5
100290,0,0,20141027 08:35:15,f,709,5664,当前上海多云，19℃，东北风1级，湿度76%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/zjtD6o5
100290,0,0,20141130 11:54:26,f,709,5661,当前上海小雨，15℃，西北风1级，湿度78%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/zjtD6o5
100290,0,0,20150307 20:20:52,f,709,5664,卡拉永远ok当前上海多云，8℃，东北风1级，湿度58%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/8kOrT7s
100290,0,0,20150307 21:47:16,f,709,5664,3.8妇女节快乐！当前上海多云，7℃，北风1级，湿度63%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/8kOrT7s
100290,0,0,20150327 16:42:31,f,709,5661,下班啰当前上海小雨，15℃，西北风1级，湿度94%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/8kOrT7s
100290,0,0,20141011 14:31:23,f,709,5664,当前上海多云，24℃，东北风1级，湿度69%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/zjtD6o5
100290,0,0,20150106 16:58:11,f,709,5661,当前上海小雨，5℃，西北风2级，湿度60%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/zjtD6o5
100290,0,0,20141020 08:37:04,f,709,5664,当前上海多云，22℃，西风2级，湿度74%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/8kOrT7s
100290,0,0,20141111 00:30:11,f,709,5664,抢不上当前上海多云，14℃，东风1级，湿度66%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/zjtD6o5
100290,0,0,20150321 16:15:50,f,709,5664,当前上海多云，15℃，西风1级，湿度96%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/8kOrT7s
100290,0,0,20141121 08:12:42,f,709,5664,当前上海多云，13℃，北风0级，湿度94%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/8kOrT7s
100290,0,0,20141227 11:23:34,f,709,5664,当前上海多云，9℃，西风1级，湿度53%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/8kOrT7s
100290,0,0,20140713 15:07:33,f,709,5661,当前上海中雨，25℃，东北风1级，湿度83%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/zjtD6o5
100290,0,0,20141129 11:29:26,f,709,5661,好活泼的小金鱼当前上海小雨，16℃，东风1级，湿度79%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/zjtD6o5
100290,0,0,20140921 18:06:23,f,709,5664,台风来临前上海的天
100290,0,0,20141011 14:31:09,f,709,5664,天生惊讶脸当前上海多云，24℃，东北风1级，湿度69%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/8kOrT7s
100290,0,0,20150310 17:12:08,f,709,5664,当前上海多云，6℃，东北风1级，湿度39%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/8kOrT7s
100290,0,0,20141014 13:05:19,f,709,5660,这拼音[吃惊]@上海地铁shmetro
100290,0,0,20141031 12:07:24,f,709,5660,http://t.cn/R7NYB2i上海地铁时间大全
100290,0,0,20141011 14:30:33,f,709,5664,借用娱乐一下当前上海多云，24℃，东北风1级，湿度69%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/8kOrT7s
100290,0,0,20140916 16:45:04,f,709,5664,当前上海多云，26℃，东南风1级，湿度69%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/zjtD6o5
100290,0,0,20141031 12:07:49,f,709,5660,@上海地铁shmetro 『上海全部地铁换乘和时间全表』http://t.cn/R7NYgV3
100290,0,0,20140921 17:56:39,f,709,5664,当前上海多云，24℃，东南风2级，湿度66%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/zjtD6o5
100290,0,0,20150326 16:45:00,f,709,5664,当前上海多云，15℃，西北风1级，湿度94%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/8kOrT7s
100290,0,0,20150307 22:26:08,f,709,5664,当前上海多云，7℃，北风1级，湿度63%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/8kOrT7s
100290,0,0,20150213 07:58:21,f,709,5664,当前上海多云，7℃，微风0级，湿度79%。 我在@墨迹天气，发布了一张最新#墨迹时景#照片！ http://t.cn/8kOrT7s
