车ID,报警,空车,顶灯状态,高架,刹车,接收时间,GPS测定时间,经度,纬度,速度,方向
00129,0,1,1,0,0,2015-04-01 00:59:05,2015-04-01 00:58:59,121.439073,31.173007,0.0,66.0
00129,0,1,1,0,0,2015-04-01 00:59:45,2015-04-01 00:59:39,121.439043,31.173023,0.0,66.0
00129,0,1,1,0,0,2015-04-01 00:59:15,2015-04-01 00:59:09,121.439058,31.172995,0.0,66.0
00129,0,1,1,0,0,2015-04-01 00:59:25,2015-04-01 00:59:19,121.439038,31.172995,0.0,66.0
00129,0,1,1,0,0,2015-04-01 00:59:35,2015-04-01 00:59:29,121.439037,31.173007,0.0,66.0
00129,0,1,1,0,0,2015-04-01 00:59:55,2015-04-01 00:59:49,121.439052,31.173035,0.0,66.0
00130,0,1,1,0,0,2015-04-01 00:59:21,2015-04-01 00:59:15,121.490707,31.224147,0.0,277.0
00130,0,1,1,0,0,2015-04-01 00:59:01,2015-04-01 00:58:55,121.490707,31.224147,0.0,277.0
00130,0,1,1,0,0,2015-04-01 00:59:40,2015-04-01 00:59:35,121.490710,31.224147,0.0,277.0
00130,0,1,1,0,0,2015-04-01 00:59:10,2015-04-01 00:59:05,121.490707,31.224147,0.0,277.0
00130,0,1,1,0,0,2015-04-01 00:59:50,2015-04-01 00:59:45,121.490710,31.224147,0.0,277.0
00130,0,1,1,0,0,2015-04-01 00:59:30,2015-04-01 00:59:25,121.490710,31.224147,0.0,277.0
00132,0,1,1,0,0,2015-04-01 00:59:40,2015-04-01 00:59:34,121.490020,31.122147,0.0,351.0
00132,0,1,1,0,0,2015-04-01 00:59:20,2015-04-01 00:59:14,121.490020,31.122147,0.0,351.0
00132,0,1,1,0,0,2015-04-01 00:59:10,2015-04-01 00:59:04,121.490020,31.122147,0.0,351.0
00132,0,1,1,0,0,2015-04-01 00:59:59,2015-04-01 00:59:54,121.490020,31.122143,0.0,351.0
00132,0,1,1,0,0,2015-04-01 00:59:50,2015-04-01 00:59:44,121.490020,31.122143,0.0,351.0
00132,0,1,1,0,0,2015-04-01 00:59:30,2015-04-01 00:59:24,121.490020,31.122147,0.0,351.0
00136,0,1,1,0,0,2015-04-01 00:59:28,2015-04-01 00:59:22,121.496707,31.148078,0.0,106.0
00136,0,1,1,0,0,2015-04-01 00:59:08,2015-04-01 00:59:02,121.496707,31.148078,0.0,106.0
00136,0,1,1,0,0,2015-04-01 00:59:58,2015-04-01 00:59:52,121.496705,31.148078,0.0,106.0
00136,0,1,1,0,0,2015-04-01 00:59:17,2015-04-01 00:59:12,121.496707,31.148078,0.0,106.0
00136,0,1,1,0,0,2015-04-01 00:59:39,2015-04-01 00:59:32,121.496707,31.148078,0.0,106.0
00136,0,1,1,0,0,2015-04-01 00:59:49,2015-04-01 00:59:42,121.496705,31.148078,0.0,106.0
00137,0,1,1,0,0,2015-04-01 00:59:06,2015-04-01 00:59:01,121.408917,31.197528,0.0,292.0
00137,0,1,1,0,0,2015-04-01 00:59:47,2015-04-01 00:59:41,121.408917,31.197528,0.0,292.0
00137,0,1,1,0,0,2015-04-01 00:59:57,2015-04-01 00:59:51,121.408917,31.197528,0.0,292.0
00137,0,1,1,0,0,2015-04-01 00:59:27,2015-04-01 00:59:21,121.408917,31.197528,0.0,292.0
00137,0,1,1,0,0,2015-04-01 00:59:37,2015-04-01 00:59:31,121.408917,31.197528,0.0,292.0
00137,0,1,1,0,0,2015-04-01 00:59:17,2015-04-01 00:59:11,121.408917,31.197528,0.0,292.0
00138,0,1,1,0,0,2015-04-01 00:59:35,2015-04-01 00:59:30,121.434812,31.113218,0.0,340.0
00138,0,1,1,0,0,2015-04-01 00:59:25,2015-04-01 00:59:20,121.434812,31.113218,0.0,340.0
00138,0,1,1,0,0,2015-04-01 00:59:05,2015-04-01 00:59:00,121.434812,31.113218,0.0,340.0
00138,0,1,1,0,0,2015-04-01 00:59:15,2015-04-01 00:59:10,121.434812,31.113218,0.0,340.0
00138,0,1,1,0,0,2015-04-01 00:59:56,2015-04-01 00:59:50,121.434807,31.113220,0.0,340.0
00138,0,1,1,0,0,2015-04-01 00:59:46,2015-04-01 00:59:40,121.434812,31.113218,0.0,340.0
00139,0,1,1,0,0,2015-04-01 00:59:11,2015-04-01 00:59:05,121.331788,31.096878,0.0,165.0
00139,0,1,1,0,0,2015-04-01 00:59:51,2015-04-01 00:59:45,121.331798,31.096875,0.0,165.0
00139,0,1,1,0,0,2015-04-01 00:59:30,2015-04-01 00:59:25,121.331798,31.096875,0.0,165.0
00139,0,1,1,0,0,2015-04-01 00:59:20,2015-04-01 00:59:15,121.331788,31.096878,0.0,165.0
00139,0,1,1,0,0,2015-04-01 00:59:01,2015-04-01 00:58:55,121.331788,31.096878,0.0,165.0
00139,0,1,1,0,0,2015-04-01 00:59:40,2015-04-01 00:59:35,121.331798,31.096875,0.0,165.0
00140,0,1,1,0,0,2015-04-01 00:59:42,2015-04-01 00:59:36,121.459827,31.199148,0.0,298.0
00140,0,1,1,0,0,2015-04-01 00:59:52,2015-04-01 00:59:46,121.459843,31.199168,0.0,298.0
00140,0,1,1,0,0,2015-04-01 00:59:32,2015-04-01 00:59:26,121.459805,31.199138,0.0,298.0
00140,0,1,1,0,0,2015-04-01 00:59:02,2015-04-01 00:58:56,121.459793,31.199142,0.0,298.0
00140,0,1,1,0,0,2015-04-01 00:59:12,2015-04-01 00:59:06,121.459795,31.199138,0.0,298.0
00140,0,1,1,0,0,2015-04-01 00:59:22,2015-04-01 00:59:16,121.459800,31.199135,0.0,298.0
00141,0,1,1,0,0,2015-04-01 00:59:28,2015-04-01 00:59:23,121.340145,31.091188,0.0,164.0
00141,0,1,1,0,0,2015-04-01 00:59:18,2015-04-01 00:59:13,121.340145,31.091188,0.0,164.0
00141,0,1,1,0,0,2015-04-01 00:59:38,2015-04-01 00:59:33,121.340145,31.091188,0.0,164.0
00141,0,1,1,0,0,2015-04-01 00:59:58,2015-04-01 00:59:53,121.340143,31.091193,0.0,164.0
00141,0,1,1,0,0,2015-04-01 00:59:09,2015-04-01 00:59:03,121.340145,31.091188,0.0,164.0
00141,0,1,1,0,0,2015-04-01 00:59:49,2015-04-01 00:59:43,121.340145,31.091188,0.0,164.0
00142,0,1,1,0,0,2015-04-01 00:59:13,2015-04-01 00:59:07,121.410538,31.257560,0.0,293.0
00142,0,1,1,0,0,2015-04-01 00:59:02,2015-04-01 00:58:57,121.410538,31.257560,0.0,293.0
00142,0,1,1,0,0,2015-04-01 00:59:53,2015-04-01 00:59:47,121.410535,31.257562,0.0,293.0
00142,0,1,1,0,0,2015-04-01 00:59:43,2015-04-01 00:59:37,121.410535,31.257562,0.0,293.0
00142,0,1,1,0,0,2015-04-01 00:59:23,2015-04-01 00:59:17,121.410535,31.257562,0.0,293.0
00142,0,1,1,0,0,2015-04-01 00:59:33,2015-04-01 00:59:27,121.410535,31.257562,0.0,293.0
00144,0,0,0,0,0,2015-04-01 00:59:15,2015-04-01 00:59:09,121.337820,31.230850,0.0,49.0
00144,0,0,0,0,0,2015-04-01 00:59:55,2015-04-01 00:59:49,121.337820,31.230850,0.0,49.0
00144,0,0,0,0,0,2015-04-01 00:59:25,2015-04-01 00:59:19,121.337820,31.230850,0.0,49.0
00144,0,0,0,0,0,2015-04-01 00:59:45,2015-04-01 00:59:39,121.337820,31.230850,0.0,49.0
00144,0,0,0,0,0,2015-04-01 00:59:35,2015-04-01 00:59:29,121.337820,31.230850,0.0,49.0
00144,0,0,0,0,0,2015-04-01 00:59:05,2015-04-01 00:58:59,121.337820,31.230850,0.0,49.0
00146,0,1,1,0,0,2015-04-01 00:59:26,2015-04-01 00:59:21,121.431015,31.379388,0.0,198.0
00146,0,1,1,0,0,2015-04-01 00:59:07,2015-04-01 00:59:01,121.431015,31.379388,0.0,288.0
00146,0,1,1,0,0,2015-04-01 00:59:17,2015-04-01 00:59:11,121.431015,31.379388,0.0,198.0
00146,0,1,1,0,0,2015-04-01 00:59:37,2015-04-01 00:59:31,121.431015,31.379388,0.0,198.0
00146,0,1,1,0,0,2015-04-01 00:59:57,2015-04-01 00:59:51,121.431015,31.379388,0.0,198.0
00146,0,1,1,0,0,2015-04-01 00:59:47,2015-04-01 00:59:41,121.431015,31.379388,0.0,198.0
00147,0,1,1,0,0,2015-04-01 00:59:05,2015-04-01 00:58:59,121.391337,31.313825,0.0,332.0
00147,0,1,1,0,0,2015-04-01 00:59:24,2015-04-01 00:59:19,121.391337,31.313825,0.0,332.0
00147,0,1,1,0,0,2015-04-01 00:59:45,2015-04-01 00:59:39,121.391338,31.313825,0.0,332.0
00147,0,1,1,0,0,2015-04-01 00:59:55,2015-04-01 00:59:49,121.391338,31.313825,0.0,332.0
00147,0,1,1,0,0,2015-04-01 00:59:14,2015-04-01 00:59:09,121.391337,31.313825,0.0,332.0
00147,0,1,1,0,0,2015-04-01 00:59:35,2015-04-01 00:59:29,121.391337,31.313825,0.0,332.0
00149,0,1,1,0,0,2015-04-01 00:59:53,2015-04-01 00:59:47,121.496620,31.270290,0.0,206.0
00149,0,1,1,0,0,2015-04-01 00:59:13,2015-04-01 00:59:07,121.496615,31.270292,0.0,206.0
00149,0,1,1,0,0,2015-04-01 00:59:33,2015-04-01 00:59:27,121.496615,31.270292,0.0,206.0
00149,0,1,1,0,0,2015-04-01 00:59:23,2015-04-01 00:59:17,121.496615,31.270292,0.0,206.0
00149,0,1,1,0,0,2015-04-01 00:59:43,2015-04-01 00:59:37,121.496615,31.270292,0.0,206.0
00149,0,1,1,0,0,2015-04-01 00:59:03,2015-04-01 00:58:57,121.496615,31.270292,0.0,206.0
00150,0,1,1,0,0,2015-04-01 00:59:37,2015-04-01 00:59:32,121.392838,31.303990,0.0,95.0
00150,0,1,1,0,0,2015-04-01 00:59:17,2015-04-01 00:59:12,121.392850,31.303983,0.0,95.0
00150,0,1,1,0,0,2015-04-01 00:59:57,2015-04-01 00:59:52,121.392838,31.303990,0.0,95.0
00150,0,1,1,0,0,2015-04-01 00:59:47,2015-04-01 00:59:42,121.392838,31.303990,0.0,95.0
00150,0,1,1,0,0,2015-04-01 00:59:07,2015-04-01 00:59:02,121.392850,31.303983,0.0,95.0
00150,0,1,1,0,0,2015-04-01 00:59:27,2015-04-01 00:59:22,121.392838,31.303990,0.0,95.0
00151,0,1,1,0,0,2015-04-01 00:59:10,2015-04-01 00:59:05,121.477813,31.239465,0.0,75.0
00151,0,1,1,0,0,2015-04-01 00:59:50,2015-04-01 00:59:45,121.477790,31.239470,0.0,345.0
00151,0,1,1,0,0,2015-04-01 00:59:20,2015-04-01 00:59:15,121.477813,31.239465,0.0,75.0
00151,0,1,1,0,0,2015-04-01 00:59:30,2015-04-01 00:59:25,121.477810,31.239463,0.0,75.0
00151,0,1,1,0,0,2015-04-01 00:59:01,2015-04-01 00:58:55,121.477810,31.239460,0.0,357.0
00151,0,1,1,0,0,2015-04-01 00:59:40,2015-04-01 00:59:35,121.477793,31.239467,0.0,345.0
00153,0,1,1,0,0,2015-04-01 00:59:14,2015-04-01 00:59:08,121.531083,31.133538,0.0,162.0
00153,0,1,1,0,0,2015-04-01 00:59:54,2015-04-01 00:59:48,121.531082,31.133537,0.0,162.0
00153,0,1,1,0,0,2015-04-01 00:59:24,2015-04-01 00:59:18,121.531083,31.133538,0.0,162.0
00153,0,1,1,0,0,2015-04-01 00:59:34,2015-04-01 00:59:28,121.531082,31.133537,0.0,162.0
00153,0,1,1,0,0,2015-04-01 00:59:04,2015-04-01 00:58:58,121.531083,31.133538,0.0,162.0
00153,0,1,1,0,0,2015-04-01 00:59:45,2015-04-01 00:59:38,121.531082,31.133537,0.0,162.0
00156,0,0,0,0,0,2015-04-01 00:59:12,2015-04-01 00:59:06,121.544843,31.284500,0.0,253.0
00156,0,0,0,0,0,2015-04-01 00:59:22,2015-04-01 00:59:16,121.544843,31.284500,0.0,253.0
00156,0,0,0,0,0,2015-04-01 00:59:53,2015-04-01 00:59:46,121.544837,31.284503,0.0,253.0
00156,0,0,0,0,0,2015-04-01 00:59:33,2015-04-01 00:59:26,121.544843,31.284500,0.0,253.0
00156,0,0,0,0,0,2015-04-01 00:59:45,2015-04-01 00:59:36,121.544843,31.284500,0.0,253.0
00156,0,0,0,0,0,2015-04-01 00:59:02,2015-04-01 00:58:56,121.544843,31.284500,0.0,253.0
00157,0,1,1,0,0,2015-04-01 00:59:35,2015-04-01 00:59:29,121.443457,31.163858,0.0,305.0
00157,0,1,1,0,0,2015-04-01 00:59:15,2015-04-01 00:59:09,121.443385,31.163903,0.0,305.0
00157,0,1,1,0,0,2015-04-01 00:59:05,2015-04-01 00:58:59,121.443350,31.163942,0.0,305.0
00157,0,1,1,0,0,2015-04-01 00:59:45,2015-04-01 00:59:39,121.443468,31.163853,0.0,305.0
00157,0,1,1,0,0,2015-04-01 00:59:25,2015-04-01 00:59:19,121.443432,31.163872,0.0,305.0
00157,0,1,1,0,0,2015-04-01 00:59:55,2015-04-01 00:59:49,121.443468,31.163857,0.0,305.0
00166,0,1,1,0,0,2015-04-01 00:59:59,2015-04-01 00:59:54,121.482183,31.169218,0.0,7.0
00166,0,1,1,0,0,2015-04-01 00:59:49,2015-04-01 00:59:44,121.482183,31.169218,0.0,7.0
00166,0,1,1,0,0,2015-04-01 00:59:29,2015-04-01 00:59:24,121.482183,31.169217,0.0,7.0
00166,0,1,1,0,0,2015-04-01 00:59:09,2015-04-01 00:59:04,121.482183,31.169217,0.0,7.0
00166,0,1,1,0,0,2015-04-01 00:59:19,2015-04-01 00:59:14,121.482183,31.169217,0.0,7.0
00166,0,1,1,0,0,2015-04-01 00:59:40,2015-04-01 00:59:34,121.482183,31.169217,0.0,7.0
00167,0,1,1,0,0,2015-04-01 00:59:46,2015-04-01 00:59:35,121.320583,31.169720,0.0,66.0
00167,0,1,1,0,0,2015-04-01 00:59:50,2015-04-01 00:59:45,121.320583,31.169720,0.0,66.0
00167,0,1,1,0,0,2015-04-01 00:59:37,2015-04-01 00:59:25,121.320583,31.169720,0.0,66.0
00167,0,1,1,0,0,2015-04-01 00:59:12,2015-04-01 00:59:05,121.320582,31.169722,0.0,66.0
00167,0,1,1,0,0,2015-04-01 00:59:21,2015-04-01 00:59:15,121.320582,31.169722,2.3,66.0
00168,0,1,1,0,0,2015-04-01 00:59:27,2015-04-01 00:59:21,121.300183,31.069805,0.0,79.0
00168,0,1,1,0,0,2015-04-01 00:59:17,2015-04-01 00:59:11,121.300183,31.069805,0.0,79.0
00168,0,1,1,0,0,2015-04-01 00:59:57,2015-04-01 00:59:51,121.300183,31.069805,0.0,79.0
00168,0,1,1,0,0,2015-04-01 00:59:37,2015-04-01 00:59:31,121.300183,31.069805,0.0,79.0
00168,0,1,1,0,0,2015-04-01 00:59:47,2015-04-01 00:59:41,121.300183,31.069805,0.0,79.0
00168,0,1,1,0,0,2015-04-01 00:59:06,2015-04-01 00:59:01,121.300178,31.069807,0.0,79.0
00169,0,1,1,0,0,2015-04-01 00:59:50,2015-04-01 00:59:45,121.390087,31.178870,0.0,288.0
00169,0,1,1,0,0,2015-04-01 00:59:40,2015-04-01 00:59:35,121.390083,31.178868,0.0,288.0
00169,0,1,1,0,0,2015-04-01 00:59:30,2015-04-01 00:59:25,121.390083,31.178868,0.0,288.0
00169,0,1,1,0,0,2015-04-01 00:59:10,2015-04-01 00:59:05,121.390083,31.178868,0.0,288.0
00169,0,1,1,0,0,2015-04-01 00:59:01,2015-04-01 00:58:55,121.390083,31.178868,0.0,288.0
00169,0,1,1,0,0,2015-04-01 00:59:20,2015-04-01 00:59:15,121.390083,31.178868,0.0,288.0
00170,0,1,1,0,0,2015-04-01 00:59:15,2015-04-01 00:59:09,121.342337,31.216038,0.0,43.0
00170,0,1,1,0,0,2015-04-01 00:59:44,2015-04-01 00:59:39,121.342338,31.216038,0.0,43.0
00170,0,1,1,0,0,2015-04-01 00:59:55,2015-04-01 00:59:49,121.342338,31.216038,0.0,43.0
00170,0,1,1,0,0,2015-04-01 00:59:05,2015-04-01 00:58:59,121.342337,31.216038,0.0,43.0
00170,0,1,1,0,0,2015-04-01 00:59:25,2015-04-01 00:59:19,121.342338,31.216038,0.0,43.0
00170,0,1,1,0,0,2015-04-01 00:59:35,2015-04-01 00:59:29,121.342338,31.216038,0.0,43.0
00172,0,1,1,0,0,2015-04-01 00:59:10,2015-04-01 00:59:04,121.458500,31.193295,0.0,120.0
00172,0,1,1,0,0,2015-04-01 00:59:50,2015-04-01 00:59:44,121.458493,31.193298,0.0,120.0
00172,0,1,1,0,0,2015-04-01 00:59:59,2015-04-01 00:59:54,121.458493,31.193298,0.0,120.0
00172,0,1,1,0,0,2015-04-01 00:59:19,2015-04-01 00:59:14,121.458500,31.193295,0.0,120.0
00172,0,1,1,0,0,2015-04-01 00:59:30,2015-04-01 00:59:24,121.458500,31.193295,0.0,120.0
00172,0,1,1,0,0,2015-04-01 00:59:39,2015-04-01 00:59:34,121.458500,31.193295,0.0,120.0
00175,0,0,0,1,0,2015-04-01 00:59:37,2015-04-01 00:59:31,121.254863,31.202985,0.0,227.0
00175,0,0,0,1,0,2015-04-01 00:59:57,2015-04-01 00:59:51,121.254863,31.202985,0.0,227.0
00175,0,0,0,1,0,2015-04-01 00:59:17,2015-04-01 00:59:11,121.254857,31.202977,0.0,227.0
00175,0,0,0,1,0,2015-04-01 00:59:07,2015-04-01 00:59:01,121.254857,31.202977,0.0,227.0
00175,0,0,0,1,0,2015-04-01 00:59:27,2015-04-01 00:59:21,121.254857,31.202977,0.0,227.0
00175,0,0,0,1,0,2015-04-01 00:59:47,2015-04-01 00:59:41,121.254863,31.202985,0.0,227.0
00176,0,1,1,0,0,2015-04-01 00:59:19,2015-04-01 00:59:13,121.463127,31.244665,0.0,200.0
00176,0,1,1,0,0,2015-04-01 00:59:29,2015-04-01 00:59:23,121.463127,31.244665,0.0,200.0
00176,0,1,1,0,0,2015-04-01 00:59:08,2015-04-01 00:59:03,121.463127,31.244665,0.0,200.0
00176,0,1,1,0,0,2015-04-01 00:59:49,2015-04-01 00:59:43,121.463123,31.244662,0.0,200.0
00176,0,1,1,0,0,2015-04-01 00:59:39,2015-04-01 00:59:33,121.463123,31.244662,0.0,200.0
00176,0,1,1,0,0,2015-04-01 00:59:59,2015-04-01 00:59:53,121.463123,31.244662,0.0,200.0
00179,0,1,1,0,0,2015-04-01 00:59:41,2015-04-01 00:59:36,121.456248,31.195815,0.0,135.0
00179,0,1,1,0,0,2015-04-01 00:59:31,2015-04-01 00:59:26,121.456248,31.195815,0.0,135.0
00179,0,1,1,0,0,2015-04-01 00:59:01,2015-04-01 00:58:56,121.456253,31.195818,0.0,135.0
00179,0,1,1,0,0,2015-04-01 00:59:51,2015-04-01 00:59:46,121.456248,31.195815,0.0,135.0
00179,0,1,1,0,0,2015-04-01 00:59:11,2015-04-01 00:59:06,121.456248,31.195815,0.0,135.0
00179,0,1,1,0,0,2015-04-01 00:59:21,2015-04-01 00:59:16,121.456248,31.195815,0.0,135.0
00180,0,1,1,0,0,2015-04-01 00:59:20,2015-04-01 00:59:15,121.442357,31.239912,0.0,24.0
00180,0,1,1,0,0,2015-04-01 00:59:40,2015-04-01 00:59:35,121.442357,31.239912,0.0,24.0
00180,0,1,1,0,0,2015-04-01 00:59:30,2015-04-01 00:59:25,121.442357,31.239912,0.0,24.0
00180,0,1,1,0,0,2015-04-01 00:59:11,2015-04-01 00:59:05,121.442357,31.239912,0.0,24.0
00180,0,1,1,0,0,2015-04-01 00:59:51,2015-04-01 00:59:45,121.442357,31.239912,0.0,24.0
00183,0,1,1,0,0,2015-04-01 00:59:47,2015-04-01 00:59:42,121.440547,31.204773,0.0,268.0
00183,0,1,1,0,0,2015-04-01 00:59:07,2015-04-01 00:59:02,121.440552,31.204773,0.0,268.0
00183,0,1,1,0,0,2015-04-01 00:59:27,2015-04-01 00:59:22,121.440547,31.204773,0.0,268.0
00183,0,1,1,0,0,2015-04-01 00:59:17,2015-04-01 00:59:12,121.440547,31.204773,0.0,268.0
00183,0,1,1,0,0,2015-04-01 00:59:38,2015-04-01 00:59:32,121.440547,31.204773,0.0,268.0
00183,0,1,1,0,0,2015-04-01 00:59:58,2015-04-01 00:59:52,121.440547,31.204773,0.0,268.0
00185,0,1,1,0,0,2015-04-01 00:59:43,2015-04-01 00:59:37,121.551183,31.274765,0.0,317.0
00185,0,1,1,0,0,2015-04-01 00:59:53,2015-04-01 00:59:47,121.551198,31.274763,0.0,317.0
00185,0,1,1,0,0,2015-04-01 00:59:23,2015-04-01 00:59:17,121.551170,31.274767,0.0,317.0
00185,0,1,1,0,0,2015-04-01 00:59:33,2015-04-01 00:59:27,121.551175,31.274767,0.0,317.0
00185,0,1,1,0,0,2015-04-01 00:59:13,2015-04-01 00:59:07,121.551168,31.274763,0.0,317.0
00185,0,1,1,0,0,2015-04-01 00:59:03,2015-04-01 00:58:57,121.551167,31.274758,0.0,317.0
00186,0,1,1,0,0,2015-04-01 00:59:59,2015-04-01 00:59:54,121.487912,31.225240,0.0,112.0
00186,0,1,1,0,0,2015-04-01 00:59:29,2015-04-01 00:59:24,121.487935,31.225233,0.0,112.0
00186,0,1,1,0,0,2015-04-01 00:59:39,2015-04-01 00:59:34,121.487935,31.225233,0.0,112.0
00186,0,1,1,0,0,2015-04-01 00:59:09,2015-04-01 00:59:04,121.487935,31.225233,0.0,112.0
00186,0,1,1,0,0,2015-04-01 00:59:19,2015-04-01 00:59:14,121.487935,31.225233,0.0,112.0
00186,0,1,1,0,0,2015-04-01 00:59:50,2015-04-01 00:59:44,121.487935,31.225233,0.0,112.0
00188,0,1,1,0,0,2015-04-01 00:59:37,2015-04-01 00:59:31,121.366032,31.128940,0.0,60.0
00188,0,1,1,0,0,2015-04-01 00:59:57,2015-04-01 00:59:51,121.366043,31.128933,0.0,60.0
00188,0,1,1,0,0,2015-04-01 00:59:07,2015-04-01 00:59:01,121.366015,31.128938,0.0,60.0
00188,0,1,1,0,0,2015-04-01 00:59:27,2015-04-01 00:59:21,121.366023,31.128942,0.0,60.0
00188,0,1,1,0,0,2015-04-01 00:59:47,2015-04-01 00:59:41,121.366038,31.128937,0.0,60.0
00188,0,1,1,0,0,2015-04-01 00:59:17,2015-04-01 00:59:11,121.366018,31.128942,0.0,60.0
00190,0,1,1,0,0,2015-04-01 00:59:57,2015-04-01 00:59:51,121.377535,31.281452,0.0,112.0
00190,0,1,1,0,0,2015-04-01 00:59:07,2015-04-01 00:59:01,121.377542,31.281447,0.0,112.0
00190,0,1,1,0,0,2015-04-01 00:59:47,2015-04-01 00:59:41,121.377535,31.281452,0.0,112.0
00190,0,1,1,0,0,2015-04-01 00:59:37,2015-04-01 00:59:31,121.377535,31.281452,0.0,112.0
00190,0,1,1,0,0,2015-04-01 00:59:17,2015-04-01 00:59:11,121.377535,31.281452,0.0,112.0
00190,0,1,1,0,0,2015-04-01 00:59:27,2015-04-01 00:59:21,121.377535,31.281452,0.0,112.0
00191,0,1,1,0,0,2015-04-01 00:59:19,2015-04-01 00:59:14,121.513370,31.317295,0.0,166.0
00191,0,1,1,0,0,2015-04-01 00:59:29,2015-04-01 00:59:24,121.513370,31.317295,0.0,166.0
00191,0,1,1,0,0,2015-04-01 00:59:39,2015-04-01 00:59:34,121.513370,31.317295,0.0,166.0
00191,0,1,1,0,0,2015-04-01 00:59:10,2015-04-01 00:59:04,121.513370,31.317295,0.0,166.0
00191,0,1,1,0,0,2015-04-01 00:59:50,2015-04-01 00:59:44,121.513370,31.317295,0.0,166.0
00192,0,1,1,0,0,2015-04-01 00:59:32,2015-04-01 00:59:27,121.521393,31.171932,0.0,158.0
00192,0,1,1,0,0,2015-04-01 00:59:53,2015-04-01 00:59:47,121.521392,31.171927,0.0,158.0
00192,0,1,1,0,0,2015-04-01 00:59:14,2015-04-01 00:59:07,121.521393,31.171932,0.0,158.0
00192,0,1,1,0,0,2015-04-01 00:59:02,2015-04-01 00:58:57,121.521393,31.171932,0.0,158.0
00192,0,1,1,0,0,2015-04-01 00:59:42,2015-04-01 00:59:37,121.521392,31.171927,0.0,158.0
00192,0,1,1,0,0,2015-04-01 00:59:23,2015-04-01 00:59:17,121.521393,31.171932,0.0,158.0
00194,0,1,1,0,0,2015-04-01 00:59:13,2015-04-01 00:59:07,121.494340,31.269847,0.0,164.0
00194,0,1,1,0,0,2015-04-01 00:59:53,2015-04-01 00:59:47,121.494353,31.269845,0.0,164.0
00194,0,1,1,0,0,2015-04-01 00:59:23,2015-04-01 00:59:17,121.494353,31.269845,0.0,164.0
00194,0,1,1,0,0,2015-04-01 00:59:43,2015-04-01 00:59:37,121.494353,31.269845,0.0,164.0
00194,0,1,1,0,0,2015-04-01 00:59:03,2015-04-01 00:58:57,121.494340,31.269847,0.0,164.0
00194,0,1,1,0,0,2015-04-01 00:59:32,2015-04-01 00:59:27,121.494353,31.269845,0.0,164.0
00197,0,1,1,0,0,2015-04-01 00:59:38,2015-04-01 00:59:33,121.392815,31.304045,0.0,134.0
00197,0,1,1,0,0,2015-04-01 00:59:19,2015-04-01 00:59:13,121.392815,31.304045,0.0,134.0
00197,0,1,1,0,0,2015-04-01 00:59:49,2015-04-01 00:59:43,121.392815,31.304045,0.0,134.0
00197,0,1,1,0,0,2015-04-01 00:59:29,2015-04-01 00:59:23,121.392815,31.304045,0.0,134.0
00197,0,1,1,0,0,2015-04-01 00:59:59,2015-04-01 00:59:53,121.392815,31.304045,0.0,134.0
00197,0,1,1,0,0,2015-04-01 00:59:09,2015-04-01 00:59:03,121.392815,31.304045,0.0,134.0
00199,0,1,1,0,0,2015-04-01 00:59:16,2015-04-01 00:59:11,121.448433,31.220895,0.0,121.0
00199,0,1,1,0,0,2015-04-01 00:59:46,2015-04-01 00:59:41,121.448433,31.220895,0.0,121.0
00199,0,1,1,0,0,2015-04-01 00:59:26,2015-04-01 00:59:21,121.448433,31.220895,0.0,121.0
00199,0,1,1,0,0,2015-04-01 00:59:56,2015-04-01 00:59:51,121.448433,31.220895,0.0,121.0
00199,0,1,1,0,0,2015-04-01 00:59:36,2015-04-01 00:59:31,121.448433,31.220895,0.0,121.0
00199,0,1,1,0,0,2015-04-01 00:59:07,2015-04-01 00:59:01,121.448433,31.220895,0.0,121.0
00202,0,1,1,0,0,2015-04-01 00:59:14,2015-04-01 00:59:08,121.376200,31.325373,0.0,299.0
00202,0,1,1,0,0,2015-04-01 00:59:54,2015-04-01 00:59:48,121.376203,31.325370,0.0,299.0
00202,0,1,1,0,0,2015-04-01 00:59:34,2015-04-01 00:59:28,121.376203,31.325370,0.0,299.0
00202,0,1,1,0,0,2015-04-01 00:59:24,2015-04-01 00:59:18,121.376203,31.325370,0.0,299.0
00202,0,1,1,0,0,2015-04-01 00:59:44,2015-04-01 00:59:38,121.376203,31.325370,0.0,299.0
00202,0,1,1,0,0,2015-04-01 00:59:04,2015-04-01 00:58:58,121.376200,31.325373,0.0,299.0
00205,0,1,1,0,0,2015-04-01 00:59:16,2015-04-01 00:59:11,121.512808,31.133463,0.0,185.0
00205,0,1,1,0,0,2015-04-01 00:59:27,2015-04-01 00:59:21,121.512810,31.133463,0.0,185.0
00205,0,1,1,0,0,2015-04-01 00:59:37,2015-04-01 00:59:31,121.512812,31.133463,0.0,185.0
00205,0,1,1,0,0,2015-04-01 00:59:57,2015-04-01 00:59:51,121.512817,31.133467,0.0,185.0
00205,0,1,1,0,0,2015-04-01 00:59:07,2015-04-01 00:59:01,121.512805,31.133462,0.0,185.0
00205,0,1,1,0,0,2015-04-01 00:59:47,2015-04-01 00:59:41,121.512813,31.133465,0.0,185.0
00207,0,1,1,0,0,2015-04-01 00:59:35,2015-04-01 00:59:30,121.548152,31.196997,0.0,284.0
