设备号码,线路编码,站点编码,协议编号,进出站状态,方向,车载上报时间
059L0828,10065,7B800015,42,出站,上行,2015-04-01 21:28:22
059L0828,10065,7C82000D,42,进站,上行,2015-04-01 21:30:08
059L0828,10065,7C82000D,42,出站,上行,2015-04-01 21:30:24
059L0828,10065,7C830012,42,进站,上行,2015-04-01 21:31:26
059L0828,10065,7C830012,42,出站,上行,2015-04-01 21:33:05
059L0828,10065,7D84000C,42,进站,上行,2015-04-01 21:34:10
059L0828,10065,7D84000C,42,出站,上行,2015-04-01 21:34:28
059L0828,10065,7F870000,42,进站,上行,2015-04-01 21:38:20
059L0828,10065,7F870000,42,出站,上行,2015-04-01 21:39:11
059L0828,10065,81890001,42,进站,上行,2015-04-01 21:42:19
059L0828,10065,81890001,42,出站,上行,2015-04-01 21:42:48
059L0828,10065,828A0002,42,进站,上行,2015-04-01 21:43:29
059L0828,10065,828A0002,42,出站,上行,2015-04-01 21:44:01
059L0828,10065,828B0002,42,进站,上行,2015-04-01 21:44:50
059L0828,10065,828B0002,42,出站,上行,2015-04-01 21:45:15
059L0828,10065,848B0001,42,进站,上行,2015-04-01 21:46:52
059L0828,10065,848B0001,42,出站,上行,2015-04-01 21:47:19
059L0828,10065,858A0000,42,进站,上行,2015-04-01 21:47:53
059L0828,10065,858A0000,42,出站,上行,2015-04-01 21:48:39
059L0828,10065,868A0005,42,进站,上行,2015-04-01 21:49:57
059L0828,10065,868A0005,42,出站,上行,2015-04-01 21:50:22
059L0828,10065,88890001,42,进站,上行,2015-04-01 21:51:58
059L0828,10065,88890001,42,出站,上行,2015-04-01 21:52:26
059L0828,10065,8A890000,42,进站,上行,2015-04-01 21:53:43
059L0828,10065,8A890000,42,出站,上行,2015-04-01 21:54:09
059L0828,10065,8C890001,42,进站,上行,2015-04-01 21:55:21
059L0828,10065,8C890001,42,出站,上行,2015-04-01 21:55:46
059L0828,10065,8D890001,42,进站,上行,2015-04-01 21:56:45
059L0828,10065,8D890001,42,出站,上行,2015-04-01 21:57:10
059L0828,10065,8E890001,42,进站,上行,2015-04-01 21:57:37
059L0828,10065,8E890001,42,出站,上行,2015-04-01 21:57:46
059L0828,10065,8F890001,42,进站,上行,2015-04-01 21:59:29
059L0828,10065,8F890001,42,出站,上行,2015-04-01 22:00:00
059L0828,10065,908A0000,42,进站,上行,2015-04-01 22:02:18
059L0828,10065,908A0000,42,出站,上行,2015-04-01 22:02:46
059L0828,10065,918A0007,42,进站,上行,2015-04-01 22:03:31
059L0828,10065,918A0007,42,出站,上行,2015-04-01 22:04:06
059L0828,10065,928B0005,42,进站,上行,2015-04-01 22:05:08
059L0828,10065,928B0005,42,出站,上行,2015-04-01 22:05:37
059L0828,10065,928B0000,42,进站,上行,2015-04-01 22:06:08
059L0828,10065,928B0000,42,出站,上行,2015-04-01 22:06:37
059L0828,10065,938B000E,42,进站,上行,2015-04-01 22:07:51
059L0828,10065,938B000E,42,出站,上行,2015-04-01 22:08:08
059L0828,10065,938A0001,42,进站,上行,2015-04-01 22:08:41
059L0828,10065,938A0001,42,出站,上行,2015-04-01 22:09:10
059L0828,10065,948B0001,43,进站,上行,2015-04-01 22:09:47
059L0828,10065,938A0000,42,进站,下行,2015-04-01 22:30:33
059L0828,10065,938A0000,42,出站,下行,2015-04-01 22:31:05
059L0828,10065,938B0010,42,进站,下行,2015-04-01 22:31:44
059L0828,10065,938B0010,42,出站,下行,2015-04-01 22:31:50
059L0828,10065,928B0001,42,进站,下行,2015-04-01 22:33:29
059L0828,10065,928B0001,42,出站,下行,2015-04-01 22:33:53
059L0828,10065,928B0003,42,进站,下行,2015-04-01 22:34:14
059L0828,10065,928B0003,42,出站,下行,2015-04-01 22:34:50
059L0828,10065,918A0006,42,进站,下行,2015-04-01 22:35:50
059L0828,10065,918A0006,42,出站,下行,2015-04-01 22:36:17
059L0828,10065,908A0001,42,进站,下行,2015-04-01 22:37:02
059L0828,10065,908A0001,42,出站,下行,2015-04-01 22:37:27
059L0828,10065,8F890000,42,进站,下行,2015-04-01 22:38:07
059L0828,10065,8F890000,42,出站,下行,2015-04-01 22:38:18
059L0828,10065,8E890000,42,进站,下行,2015-04-01 22:39:18
059L0828,10065,8E890000,42,出站,下行,2015-04-01 22:39:29
059L0828,10065,8D890000,42,进站,下行,2015-04-01 22:40:09
059L0828,10065,8D890000,42,出站,下行,2015-04-01 22:40:33
059L0828,10065,8C890000,42,进站,下行,2015-04-01 22:41:39
059L0828,10065,8C890000,42,出站,下行,2015-04-01 22:41:48
059L0828,10065,8A890001,42,进站,下行,2015-04-01 22:43:09
059L0828,10065,8A890001,42,出站,下行,2015-04-01 22:43:21
059L0828,10065,88890000,42,进站,下行,2015-04-01 22:44:11
059L0828,10065,88890000,42,出站,下行,2015-04-01 22:44:18
059L0828,10065,868A0000,42,进站,下行,2015-04-01 22:45:42
059L0828,10065,868A0000,42,出站,下行,2015-04-01 22:46:14
059L0828,10065,858A0001,42,进站,下行,2015-04-01 22:47:25
059L0828,10065,858A0001,42,出站,下行,2015-04-01 22:47:56
059L0828,10065,848B0000,42,进站,下行,2015-04-01 22:48:26
059L0828,10065,848B0000,42,出站,下行,2015-04-01 22:48:39
059L0828,10065,828A0000,42,进站,下行,2015-04-01 22:50:18
059L0828,10065,828A0000,42,出站,下行,2015-04-01 22:50:46
059L0828,10065,828A0001,42,进站,下行,2015-04-01 22:51:20
059L0828,10065,828A0001,42,出站,下行,2015-04-01 22:51:38
059L0828,10065,8189000E,42,进站,下行,2015-04-01 22:53:07
059L0828,10065,8189000E,42,出站,下行,2015-04-01 22:53:46
059L0828,10065,7E860000,42,进站,下行,2015-04-01 22:57:11
059L0828,10065,7E860000,42,出站,下行,2015-04-01 22:57:39
059L0828,10065,7C840013,42,进站,下行,2015-04-01 22:59:48
059L0828,10065,7C840013,42,出站,下行,2015-04-01 23:00:18
059L0828,10065,7C830010,42,进站,下行,2015-04-01 23:00:50
059L0828,10065,7C830010,42,出站,下行,2015-04-01 23:01:03
059L0828,10065,7C82000B,42,进站,下行,2015-04-01 23:01:33
059L0828,10065,7C82000B,42,出站,下行,2015-04-01 23:01:56
059L0828,10065,7B7F000D,42,进站,下行,2015-04-01 23:04:05
059L0828,10065,7B7F000D,42,出站,下行,2015-04-01 23:04:43
059L0828,10065,7B7E0015,42,进站,下行,2015-04-01 23:05:29
059L0828,10065,7B7E0015,42,出站,下行,2015-04-01 23:05:43
059L0828,10065,7B7E0018,42,进站,下行,2015-04-01 23:05:59
059L0828,10065,7B7E0018,42,出站,下行,2015-04-01 23:06:30
059L0828,10065,7B7C0004,42,进站,下行,2015-04-01 23:08:17
059L0828,10065,7B7C0004,42,出站,下行,2015-04-01 23:08:45
059L0828,10065,7A7C0001,42,进站,下行,2015-04-01 23:09:24
059L0828,10065,7A7C0001,42,出站,下行,2015-04-01 23:09:41
059L0828,10065,797D0001,43,进站,下行,2015-04-01 23:11:17
059L0828,10065,797D0001,43,出站,下行,2015-04-01 23:12:39
059L0828,10065,7B7E0017,42,进站,下行,2015-04-01 23:15:14
059L0828,10065,7B7E0017,42,出站,下行,2015-04-01 23:15:29
059L0828,10065,7B7F000E,42,进站,下行,2015-04-01 23:15:57
059L0828,10065,7B7F000E,42,出站,下行,2015-04-01 23:16:13
059L0828,10065,7B800015,42,进站,下行,2015-04-01 23:17:17
059L0828,10065,7B800015,42,出站,下行,2015-04-01 23:17:36
059L0828,10065,7C82000D,42,进站,下行,2015-04-01 23:19:23
059L0828,10065,7C82000D,42,出站,下行,2015-04-01 23:19:37
059L0828,10065,7C830012,42,进站,下行,2015-04-01 23:20:11
059L0828,10065,7C830012,42,出站,下行,2015-04-01 23:20:24
059L0828,10065,7D84000C,42,进站,下行,2015-04-01 23:21:18
059L0828,10065,7D84000C,42,出站,下行,2015-04-01 23:21:32
059L0828,10065,7F870000,42,进站,下行,2015-04-01 23:27:09
059L0828,10065,7F870000,42,出站,下行,2015-04-01 23:27:31
059L1193,10065,7B7E0017,42,进站,下行,2015-03-31 23:54:03
059L1193,10065,7B7E0017,42,出站,下行,2015-03-31 23:54:13
059L1193,10065,7B7F000E,42,进站,下行,2015-03-31 23:54:39
059L1193,10065,7B7F000E,42,出站,下行,2015-03-31 23:54:51
059L1193,10065,7B800015,42,进站,下行,2015-03-31 23:55:53
059L1193,10065,7B800015,42,出站,下行,2015-03-31 23:56:11
059L1193,10065,7C82000D,42,进站,下行,2015-03-31 23:57:29
059L1193,10065,7C82000D,42,出站,下行,2015-03-31 23:57:43
059L1193,10065,7C830012,42,进站,下行,2015-03-31 23:58:22
059L1193,10065,7C830012,42,出站,下行,2015-03-31 23:58:48
059L1193,10065,7D84000C,42,进站,下行,2015-03-31 23:59:17
059L1193,10065,7D84000C,42,出站,下行,2015-03-31 23:59:28
059L1193,10065,7F870000,42,进站,下行,2015-04-01 00:03:53
059L1193,10065,7F870000,42,出站,下行,2015-04-01 00:04:12
059L1193,10065,7E860000,42,进站,下行,2015-04-01 04:19:46
059L1193,10065,7E860000,42,出站,下行,2015-04-01 04:20:00
059L1193,10065,7C840013,42,进站,下行,2015-04-01 04:22:34
059L1193,10065,7C840013,42,出站,下行,2015-04-01 04:22:45
059L1193,10065,7C830010,42,进站,下行,2015-04-01 04:23:08
059L1193,10065,7C830010,42,出站,下行,2015-04-01 04:23:20
059L1193,10065,7C82000B,42,进站,下行,2015-04-01 04:23:45
059L1193,10065,7C82000B,42,出站,下行,2015-04-01 04:24:04
059L1193,10065,7B7F000D,42,进站,下行,2015-04-01 04:25:46
059L1193,10065,7B7F000D,42,出站,下行,2015-04-01 04:26:03
059L1193,10065,7B7E0015,42,进站,下行,2015-04-01 04:26:32
059L1193,10065,7B7E0015,42,出站,下行,2015-04-01 04:26:43
059L1193,10065,7B7E0018,42,进站,下行,2015-04-01 04:26:57
059L1193,10065,7B7E0018,42,出站,下行,2015-04-01 04:27:13
059L1193,10065,7A7C0001,42,进站,上行,2015-04-01 04:46:47
059L1193,10065,7B7C0008,42,进站,上行,2015-04-01 04:47:31
059L1193,10065,7B7C0008,42,出站,上行,2015-04-01 04:47:39
059L1193,10065,7B7E0017,42,进站,上行,2015-04-01 04:50:16
059L1193,10065,7B7E0017,42,出站,上行,2015-04-01 04:50:34
059L1193,10065,7B7F000E,42,进站,上行,2015-04-01 04:51:30
059L1193,10065,7B7F000E,42,出站,上行,2015-04-01 04:51:49
059L1193,10065,7B800015,42,进站,上行,2015-04-01 04:52:37
059L1193,10065,7B800015,42,出站,上行,2015-04-01 04:53:30
059L1193,10065,7C82000D,42,进站,上行,2015-04-01 04:55:26
059L1193,10065,7C82000D,42,出站,上行,2015-04-01 04:55:46
059L1193,10065,7C830012,42,进站,上行,2015-04-01 04:56:32
059L1193,10065,7C830012,42,出站,上行,2015-04-01 04:56:51
059L1193,10065,7D84000C,42,进站,上行,2015-04-01 04:57:50
059L1193,10065,7D84000C,42,出站,上行,2015-04-01 04:58:24
059L1193,10065,7F870000,42,进站,上行,2015-04-01 05:02:00
059L1193,10065,7F870000,42,出站,上行,2015-04-01 05:02:48
059L1193,10065,81890001,42,进站,上行,2015-04-01 05:04:56
059L1193,10065,81890001,42,出站,上行,2015-04-01 05:05:33
059L1193,10065,828A0002,42,进站,上行,2015-04-01 05:06:17
059L1193,10065,828A0002,42,出站,上行,2015-04-01 05:06:40
059L1193,10065,828B0002,42,进站,上行,2015-04-01 05:08:05
059L1193,10065,828B0002,42,出站,上行,2015-04-01 05:08:33
059L1193,10065,848B0001,42,进站,上行,2015-04-01 05:09:21
059L1193,10065,848B0001,42,出站,上行,2015-04-01 05:09:32
059L1193,10065,858A0000,42,进站,上行,2015-04-01 05:10:02
059L1193,10065,858A0000,42,出站,上行,2015-04-01 05:10:52
059L1193,10065,868A0005,42,进站,上行,2015-04-01 05:12:11
059L1193,10065,868A0005,42,出站,上行,2015-04-01 05:12:39
059L1193,10065,88890001,42,进站,上行,2015-04-01 05:14:40
059L1193,10065,88890001,42,出站,上行,2015-04-01 05:14:53
059L1193,10065,8A890000,42,进站,上行,2015-04-01 05:16:10
059L1193,10065,8A890000,42,出站,上行,2015-04-01 05:16:19
059L1193,10065,8C890001,42,进站,上行,2015-04-01 05:17:32
059L1193,10065,8C890001,42,出站,上行,2015-04-01 05:17:43
059L1193,10065,8D890001,42,进站,上行,2015-04-01 05:18:35
059L1193,10065,8D890001,42,出站,上行,2015-04-01 05:18:47
059L1193,10065,8E890001,42,进站,上行,2015-04-01 05:19:18
059L1193,10065,8E890001,42,出站,上行,2015-04-01 05:19:39
059L1193,10065,8F890001,42,进站,上行,2015-04-01 05:20:55
059L1193,10065,8F890001,42,出站,上行,2015-04-01 05:21:23
059L1193,10065,908A0000,42,进站,上行,2015-04-01 05:22:14
059L1193,10065,908A0000,42,出站,上行,2015-04-01 05:22:49
