时间	PM2.5	PM10	O3	SO2	NO2	CO	AQI	质量评价	首要污染物
2014/8/3 10:00	71	101	101	19	33	1	95	良	PM2.5
2014/8/3 11:00	74	146	146	19	30	0.9	99	良	PM2.5
2014/8/3 12:00	73	174	174	19	24	0.9	98	良	PM2.5
2014/8/3 13:00	68	186	186	18	26	1	92	良	PM2.5
2014/8/3 14:00	69	181	181	18	26	1	93	良	PM2.5
2014/8/3 15:00	56	171	171	14	19	0.8	77	良	PM2.5
2014/8/3 16:00	47	173	173	16	23	0.9	67	良	O3
2014/8/3 17:00	47	155	155	19	31	0.9	65	良	PM2.5
2014/8/3 18:00	47	138	138	22	40	0.9	65	良	PM2.5
2014/8/3 19:00	46	125	125	20	45	1	64	良	PM2.5
2014/8/3 20:00	49	89	89	15	50	0.9	82	良	PM10
2014/8/3 21:00	47	75	75	12	36	0.7	77	良	PM10
2014/8/3 22:00	45	85	85	11	31	0.7	63	良	PM2.5
2014/8/3 23:00	51	97	97	10	27	0.8	70	良	PM2.5
2014/8/4 0:00	62	112	112	11	22	0.8	84	良	PM2.5
2014/8/4 1:00	73	109	109	12	22	0.8	98	良	PM2.5
2014/8/4 2:00	82	96	96	13	23	0.8	109	轻度污染	PM2.5
2014/8/4 3:00	84	69	69	14	29	0.8	112	轻度污染	PM2.5
2014/8/4 4:00	80	52	52	15	33	0.8	107	轻度污染	PM2.5
2014/8/4 5:00	76	36	36	15	41	0.8	102	轻度污染	PM2.5
2014/8/4 6:00	78	26	26	16	45	0.9	104	轻度污染	PM2.5
2014/8/4 7:00	72	23	23	17	57	1.1	97	良	PM2.5
2014/8/4 8:00	82	38	38	20	74	1.2	109	轻度污染	PM2.5
2014/8/4 9:00	83	102	102	23	63	1.1	110	轻度污染	PM2.5
2014/8/4 10:00	82	169	169	24	41	1	109	轻度污染	PM2.5
2014/8/4 11:00	85	219	219	22	35	0.9	113	轻度污染	PM2.5
2014/8/4 12:00	86	263	263	21	30	0.9	132	轻度污染	O3
2014/8/4 13:00	87	276	276	21	28	0.9	138	轻度污染	O3
2014/8/4 14:00	89	273	273	23	35	0.9	137	轻度污染	O3
2014/8/4 15:00	86	252	252	18	35	0.9	126	轻度污染	O3
2014/8/4 16:00	70	198	198	10	33	0.8	98	良	O3
2014/8/4 17:00	59	160	160	11	40	0.8	80	良	PM2.5
2014/8/4 18:00	53	126	126	10	43	0.9	73	良	PM2.5
2014/8/4 19:00	51	118	118	11	44	0.9	70	良	PM2.5
2014/8/4 20:00	58	111	111	11	39	0.9	79	良	PM2.5
2014/8/4 21:00	63	99	99	11	36	0.8	85	良	PM2.5
2014/8/4 22:00	55	78	78	10	37	0.7	75	良	PM2.5
2014/8/4 23:00	54	66	66	10	40	0.7	78	良	PM10
2014/8/5 0:00	55	59	59	10	35	0.7	75	良	PM2.5
2014/8/5 1:00	64	49	49	10	29	0.6	87	良	PM2.5
2014/8/5 2:00	52	42	42	10	28	0.5	72	良	PM2.5
2014/8/5 3:00	47	40	40	10	24	0.6	65	良	PM2.5
2014/8/5 4:00	42	38	38	10	21	0.6	59	良	PM2.5
2014/8/5 5:00	37	35	35	10	19	0.6	53	良	PM2.5
2014/8/5 6:00	33	29	29	10	23	0.6	48	优	PM2.5
2014/8/5 7:00	33	27	27	11	26	0.6	48	优	PM2.5
2014/8/5 8:00	34	35	35	12	27	0.7	49	优	PM2.5
2014/8/5 9:00	38	48	48	12	29	0.8	54	良	PM2.5
2014/8/5 10:00	39	68	68	14	32	0.9	55	良	PM2.5
2014/8/5 11:00	38	109	109	12	27	0.7	54	良	PM2.5
2014/8/5 12:00	43	159	159	10	20	0.7	60	良	PM2.5
2014/8/5 13:00	47	188	188	10	16	0.7	85	良	O3
2014/8/5 14:00	48	184	184	10	18	0.7	80	良	O3
2014/8/5 15:00	44	174	174	9	17	0.6	68	良	O3
2014/8/5 16:00	44	158	158	10	18	0.6	62	良	PM2.5
2014/8/5 17:00	41	134	134	10	20	0.6	58	良	PM2.5
2014/8/5 18:00	43	111	111	12	27	0.7	60	良	PM2.5
2014/8/5 19:00	42	108	108	10	31	0.7	65	良	PM10
2014/8/5 20:00	45	102	102	10	29	0.7	63	良	PM2.5
2014/8/5 21:00	42	74	74	10	28	0.6	62	良	PM10
2014/8/5 22:00	30	46	46	10	26	0.6	43	优	PM2.5
2014/8/5 23:00	20	34	34	9	24	0.5	29	优	PM2.5
2014/8/6 0:00	17	33	33	9	20	0.5	25	优	PM2.5
2014/8/6 1:00	16	33	33	8	17	0.5	23	优	PM2.5
2014/8/6 2:00	16	34	34	8	15	0.5	23	优	PM2.5
2014/8/6 3:00	15	32	32	9	15	0.5	22	优	PM2.5
2014/8/6 4:00	14	28	28	12	15	0.5	20	优	PM2.5
2014/8/6 5:00	15	24	24	12	18	0.5	22	优	PM2.5
2014/8/6 6:00	17	19	19	12	22	0.6	26	优	PM10
2014/8/6 7:00	22	20	20	12	23	0.6	39	优	PM10
2014/8/6 8:00	22	26	26	14	26	0.7	45	优	PM10
2014/8/6 9:00	26	40	40	15	33	0.8	56	良	PM10
2014/8/6 10:00	34	77	77	16	34	0.8	60	良	PM10
2014/8/6 11:00	46	120	120	16	32	0.8	68	良	PM10
2014/8/6 12:00	57	175	175	14	25	0.8	78	良	PM2.5
2014/8/6 13:00	58	189	189	11	19	0.8	87	良	O3
2014/8/6 14:00	55	164	164	10	18	0.7	75	良	PM2.5
2014/8/6 15:00	47	144	144	9	22	0.7	65	良	PM2.5
2014/8/6 16:00	42	134	134	9	17	0.6	59	良	PM2.5
2014/8/6 17:00	40	117	117	9	19	0.6	57	良	PM2.5
2014/8/6 18:00	31	92	92	9	24	0.6	48	优	PM10
2014/8/6 19:00	27	72	72	9	27	0.6	53	良	PM10
2014/8/6 20:00	24	52	52	9	28	0.6	45	优	PM10
2014/8/6 21:00	21	38	38	9	26	0.6	33	优	PM10
2014/8/6 22:00	18	30	30	8	25	0.5	32	优	PM10
2014/8/6 23:00	15	25	25	9	24	0.5	25	优	PM10
2014/8/7 0:00	16	25	25	9	22	0.5	23	优	PM2.5
2014/8/7 1:00	15	24	24	9	19	0.4	22	优	PM2.5
2014/8/7 2:00	14	22	22	9	21	0.4	22	优	PM10
2014/8/7 3:00	15	22	22	9	21	0.5	24	优	PM10
2014/8/7 4:00	16	20	20	10	20	0.5	23	优	PM2.5
2014/8/7 5:00	16	18	18	10	22	0.6	23	优	PM2.5
2014/8/7 6:00	15	16	16	11	23	0.6	22	优	PM2.5
2014/8/7 7:00	16	20	20	11	22	0.6	31	优	PM10
2014/8/7 8:00	17	25	25	11	21	0.6	25	优	PM2.5
2014/8/7 9:00	20	36	36	10	20	0.6	29	优	PM2.5
2014/8/7 10:00	23	53	53	9	18	0.5	33	优	PM2.5
2014/8/7 11:00	24	76	76	9	15	0.5	37	优	PM10
2014/8/7 12:00	23	98	98	9	13	0.5	36	优	PM10
2014/8/7 13:00	26	101	101	8	11	0.5	38	优	PM2.5
2014/8/7 14:00	23	90	90	8	12	0.4	34	优	PM10
2014/8/7 15:00	19	86	86	8	12	0.4	33	优	PM10
2014/8/7 16:00	18	70	70	8	14	0.4	41	优	PM10
2014/8/7 17:00	15	52	52	9	18	0.5	52	良	PM10
2014/8/7 18:00	18	49	49	9	24	0.5	50	优	PM10
2014/8/7 19:00	19	40	40	11	26	0.5	53	良	PM10
2014/8/7 20:00	32	37	37	14	23	0.5	59	良	PM10
2014/8/7 21:00	38	36	36	15	19	0.4	57	良	PM10
2014/8/7 22:00	31	32	32	14	19	0.4	53	良	PM10
2014/8/7 23:00	23	30	30	12	15	0.4	37	优	PM10
2014/8/8 0:00	21	32	32	11	12	0.4	33	优	PM10
2014/8/8 1:00	20	33	33	11	10	0.4	30	优	PM10
2014/8/8 2:00	19	32	32	11	11	0.4	36	优	PM10
2014/8/8 3:00	19	31	31	10	11	0.4	33	优	PM10
2014/8/8 4:00	20	30	30	10	11	0.4	33	优	PM10
2014/8/8 5:00	18	27	27	9	13	0.4	33	优	PM10
2014/8/8 6:00	19	23	23	10	16	0.5	28	优	PM2.5
2014/8/8 7:00	19	20	20	10	19	0.5	31	优	PM10
2014/8/8 8:00	20	20	20	10	21	0.5	29	优	PM2.5
2014/8/8 9:00	21	21	21	12	24	0.5	35	优	PM10
2014/8/8 10:00	18	21	21	12	26	0.5	43	优	PM10
2014/8/8 11:00	21	25	25	11	26	0.5	47	优	PM10
2014/8/8 12:00	23	29	29	10	27	0.5	41	优	PM10
2014/8/8 13:00	24	38	38	10	25	0.6	51	良	PM10
2014/8/8 14:00	28	46	46	11	22	0.5	40	优	PM2.5
2014/8/8 15:00	26	54	54	10	22	0.5	38	优	PM2.5
2014/8/8 16:00	26	49	49	9	24	0.5	40	优	PM10
2014/8/8 17:00	26	41	41	9	28	0.5	44	优	PM10
2014/8/8 18:00	28	31	31	10	35	0.6	40	优	PM2.5
2014/8/8 19:00	30	27	27	10	39	0.6	52	良	PM10
2014/8/8 20:00	30	27	27	11	38	0.6	43	优	PM2.5
2014/8/8 21:00	31	30	30	12	35	0.6	45	优	PM2.5
2014/8/8 22:00	34	37	37	11	30	0.5	49	优	PM2.5
2014/8/8 23:00	29	43	43	9	25	0.5	42	优	PM2.5
2014/8/9 0:00	30	43	43	8	25	0.5	45	优	PM10
2014/8/9 1:00	28	44	44	8	21	0.5	40	优	PM2.5
2014/8/9 2:00	29	46	46	8	23	0.5	42	优	PM2.5
2014/8/9 3:00	29	40	40	8	24	0.4	42	优	PM2.5
2014/8/9 4:00	34	37	37	9	25	0.5	49	优	PM2.5
2014/8/9 5:00	30	39	39	9	22	0.4	43	优	PM2.5
2014/8/9 6:00	29	37	37	9	24	0.5	42	优	PM2.5
2014/8/9 7:00	29	29	29	9	33	0.6	42	优	PM2.5
2014/8/9 8:00	30	29	29	9	36	0.6	46	优	PM10
2014/8/9 9:00	29	29	29	9	40	0.6	43	优	PM10
2014/8/9 10:00	29	27	27	8	43	0.6	42	优	PM2.5
2014/8/9 11:00	26	31	31	8	40	0.6	38	优	PM2.5
2014/8/9 12:00	20	40	40	7	32	0.6	29	优	PM2.5
2014/8/9 13:00	21	46	46	8	29	0.6	30	优	PM2.5
2014/8/9 14:00	28	42	42	8	35	0.6	40	优	PM2.5
2014/8/9 15:00	28	43	43	8	38	0.6	40	优	PM2.5
2014/8/9 16:00	26	47	47	7	37	0.6	38	优	PM2.5
2014/8/9 17:00	25	48	48	7	37	0.6	36	优	PM2.5
2014/8/9 18:00	24	42	42	7	43	0.6	35	优	PM2.5
2014/8/9 19:00	27	29	29	7	54	0.7	47	优	PM10
2014/8/9 20:00	32	21	21	7	61	0.7	51	良	PM10
2014/8/9 21:00	34	18	18	10	62	0.8	51	良	PM10
2014/8/9 22:00	39	16	16	11	64	0.7	55	良	PM2.5
2014/8/9 23:00	40	13	13	9	66	0.8	57	良	PM2.5
2014/8/10 0:00	43	18	18	10	60	0.7	60	良	PM2.5
2014/8/10 1:00	40	18	18	11	56	0.6	57	良	PM2.5
2014/8/10 2:00	40	17	17	12	54	0.7	57	良	PM2.5
2014/8/10 3:00	43	14	14	13	57	0.7	60	良	PM2.5
2014/8/10 4:00	50	11	11	13	60	0.8	69	良	PM2.5
2014/8/10 5:00	51	18	18	14	46	0.8	70	良	PM2.5
2014/8/10 6:00	55	12	12	31	46	2.3	75	良	PM2.5
2014/8/10 7:00	73	18	18	27	39	1.7	98	良	PM2.5
2014/8/10 8:00	77	22	22	24	36	1	103	轻度污染	PM2.5
2014/8/10 9:00	71	27	27	23	37	1.1	95	良	PM2.5
2014/8/10 10:00	66	33	33	20	39	1.4	89	良	PM2.5
2014/8/10 11:00	67	40	40	17	38	1.3	90	良	PM2.5
2014/8/10 12:00	72	56	56	15	34	1.1	97	良	PM2.5
2014/8/10 13:00	72	67	67	13	33	1	97	良	PM2.5
2014/8/10 14:00	62	90	90	16	33	1.2	84	良	PM2.5
2014/8/10 15:00	62	118	118	16	31	1.3	84	良	PM2.5
2014/8/10 16:00	61	134	134	15	30	1.2	83	良	PM2.5
2014/8/10 17:00	62	132	132	16	33	1.1	84	良	PM2.5
2014/8/10 18:00	53	106	106	15	39	0.8	73	良	PM2.5
2014/8/10 19:00	41	85	85	16	41	0.8	58	良	PM2.5
2014/8/10 20:00	41	67	67	18	45	0.9	58	良	PM2.5
2014/8/10 21:00	43	58	58	17	45	0.9	60	良	PM2.5
2014/8/10 22:00	43	56	56	14	42	0.8	60	良	PM2.5
2014/8/10 23:00	45	54	54	14	42	0.8	63	良	PM2.5
2014/8/11 0:00	47	53	53	14	40	0.8	65	良	PM2.5
2014/8/11 1:00	53	46	46	15	41	0.8	73	良	PM2.5
2014/8/11 2:00	56	49	49	14	36	0.8	77	良	PM2.5
2014/8/11 3:00	49	61	61	13	30	0.6	68	良	PM2.5
2014/8/11 4:00	42	60	60	13	28	0.6	59	良	PM2.5
2014/8/11 5:00	41	60	60	13	27	0.6	58	良	PM2.5
2014/8/11 6:00	39	53	53	13	34	0.6	55	良	PM2.5
2014/8/11 7:00	36	58	58	13	41	0.6	52	良	PM2.5
2014/8/11 8:00	34	73	73	14	42	0.7	49	优	PM2.5
2014/8/11 9:00	32	86	86	14	38	0.7	46	优	PM2.5
2014/8/11 10:00	27	104	104	13	27	0.6	39	优	PM2.5
2014/8/11 11:00	27	116	116	10	19	0.5	39	优	PM2.5
2014/8/11 12:00	28	126	126	12	18	0.5	40	优	PM2.5
2014/8/11 13:00	30	134	134	13	18	0.5	43	优	PM2.5
2014/8/11 14:00	32	132	132	13	19	0.5	46	优	PM2.5
2014/8/11 15:00	26	130	130	11	19	0.5	41	优	O3
